-0.645241,2.90493,0.303464,-0.00374377,0.00486523,2.94733,0.2,-0.000787995,0.0286496,-0.0185926,-0.0033933,-0.129861,-0.215707
-0.644348,2.90716,0.298874,0.00315002,0.00396426,2.93561,10.2,-0.00743572,0.00971351,-0.0482019,-0.0364702,0.0389017,0.0304071
-0.649384,2.90509,0.303727,-0.000135268,0.0154912,2.95892,20.2,-0.0512078,-0.0513766,-0.0240345,-0.0685535,-0.19705,0.387272
-0.651358,2.89676,0.298284,-0.00039691,0.0172551,2.9886,30.2,0.00709615,-0.118568,-0.0447745,0.127139,0.00128556,0.259096
-0.649541,2.88204,0.304085,-0.0103555,0.0117149,3.01655,40.2,0.0180415,-0.176242,-0.0238518,0.180493,0.24018,0.289068
-0.645461,2.86213,0.299508,-0.014009,-0.00919591,3.03384,50.2,0.0123494,-0.219646,-0.0329389,-0.141335,0.00253413,0.261659
-0.647382,2.8364,0.305728,-0.00471737,-0.00551597,3.07842,60.2,-0.0315885,-0.285136,-0.0260823,0.323326,-0.38743,0.657019
-0.651053,2.81029,0.299635,-0.030038,0.00681912,3.12728,70.2,-0.0624223,-0.276947,-0.0549719,-0.0495943,-0.0233965,0.445097
-0.66112,2.77771,0.304725,-0.0165086,0.00739161,-3.09833,80.2,-0.0692644,-0.251387,0.0198024,0.654986,0.315897,0.243368
-0.665048,2.75337,0.302476,-0.0301207,-0.012006,-3.0696,90.2,-0.0402829,-0.29765,-0.033279,-0.19036,-0.0419401,0.513041
-0.671554,2.71314,0.30759,-0.0165794,0.00294751,-2.97658,100.2,-0.0591459,-0.346851,-0.0940037,1.00946,-0.578413,1.08359
-0.680068,2.67909,0.300492,-0.0373884,0.0268173,-2.89775,110.2,-0.118986,-0.373092,-0.0374813,-0.099848,-0.0163487,0.70231
-0.693685,2.64083,0.306244,-0.0122599,0.016767,-2.82474,120.2,-0.146575,-0.379488,0.0217555,-0.335431,0.81715,0.569627
-0.70099,2.6096,0.305747,-0.0307242,-0.00816832,-2.7835,130.2,-0.0608702,-0.361121,-0.0348584,-0.1225,-0.085245,0.650973
-0.708798,2.56118,0.311157,-0.012892,0.00359525,-2.67313,140.2,-0.0731626,-0.427771,-0.067784,0.622383,-0.796142,1.37295
-0.71705,2.52174,0.304716,-0.0382645,0.0398134,-2.57899,150.2,-0.121317,-0.452714,-0.0424789,-0.0991493,-0.0516784,0.820832
-0.733688,2.46594,0.309929,-0.00531626,0.0183834,-2.48648,160.2,-0.126742,-0.405663,0.0437859,0.298994,0.504442,0.416842
-0.742697,2.42982,0.308521,-0.0159196,0.0102027,-2.43585,170.2,-0.0842321,-0.402721,-0.0326558,0.130579,-0.0576573,0.783858
-0.751769,2.38561,0.314271,-0.0129299,0.0053879,-2.33148,180.2,-0.102943,-0.490131,-0.068137,0.0728197,-0.48759,1.34144
-0.760604,2.33321,0.306247,-0.0253351,0.0433317,-2.18978,190.2,-0.0734924,-0.505266,-0.0422638,-0.122545,-0.198962,1.38807
-0.765831,2.28032,0.311475,0.0109772,0.0194339,-2.02512,200.2,-0.0468176,-0.486736,0.0661449,-0.151481,0.0910927,1.48973
-0.768266,2.23863,0.313636,4.86433e-05,0.0346617,-1.88734,210.2,-0.0139187,-0.486843,-0.02315,0.148095,0.186675,1.77749
-0.767985,2.1727,0.317264,-0.00861337,0.0250083,-1.67991,220.3,0.0205147,-0.577303,-0.090937,0.594297,0.229259,1.737
-0.761533,2.1191,0.308892,-0.00890594,0.0457027,-1.55941,230.2,0.112795,-0.593945,-0.0553833,0.10954,-0.176238,1.00888
-0.743585,2.0569,0.314062,0.0164986,0.0219057,-1.47281,240.2,0.217076,-0.672263,-0.00364677,-0.58566,-0.341776,0.779442
-0.720472,1.9905,0.314404,0.0176163,0.0263147,-1.40787,250.2,0.25921,-0.647646,-0.0169155,0.190187,0.300092,0.634837
-0.691826,1.92166,0.319364,-0.00662318,0.0147397,-1.34504,260.2,0.316712,-0.757265,-0.105793,-0.0622184,0.574482,0.690618
-0.660779,1.85889,0.314428,-0.0244233,0.0479616,-1.27927,270.2,0.369084,-0.684255,-0.055484,0.242351,-0.260893,0.641473
-0.611126,1.77713,0.315659,0.0264761,0.0271973,-1.20826,280.3,0.379098,-0.635471,0.0172831,0.191959,-0.184757,0.42809
-0.577091,1.72023,0.315857,0.0240428,0.0438766,-1.16698,290.2,0.398983,-0.633034,-0.0251834,0.101188,0.328307,0.523613
-0.534562,1.654,0.319788,-0.00930426,0.0308836,-1.10949,300.2,0.491245,-0.757922,-0.130951,-0.44028,0.213929,0.651927
-0.479562,1.58185,0.31148,-0.0241058,0.0564542,-1.03136,310.2,0.54936,-0.634087,-0.0373575,0.322797,-0.419506,0.66233
-0.419501,1.52095,0.313662,0.0311586,0.0334227,-0.968492,320.2,0.610312,-0.606119,-0.0617044,0.0176442,-1.07941,0.56752
-0.3705,1.47112,0.315732,0.0364018,0.0558288,-0.924109,330.2,0.575252,-0.567593,-0.00864867,-0.168359,0.364363,0.57613
-0.294519,1.39835,0.318277,-0.0180216,0.0247584,-0.855534,340.2,0.704138,-0.647249,-0.15345,-0.861521,0.611715,0.595237
-0.229524,1.34693,0.312628,-0.0267516,0.0500592,-0.801287,350.2,0.737248,-0.523916,-0.0349569,0.483377,-0.245992,0.51072
-0.150477,1.29748,0.315446,0.0231219,0.0366126,-0.751274,360.2,0.886429,-0.517795,-0.123474,0.301043,-0.896983,0.521287
-0.0657252,1.24456,0.314724,0.0265692,0.0635255,-0.708123,370.2,0.789797,-0.515594,0.00725608,-0.540072,0.44371,0.487348
0.0152461,1.19088,0.318411,-0.0189006,0.0308802,-0.664638,380.2,0.907055,-0.599919,-0.189206,-0.813828,-0.0817747,0.457417
0.0941055,1.14659,0.310445,-0.034806,0.0519684,-0.626497,390.2,0.870118,-0.437077,-0.0429373,0.505417,-0.0265334,0.396717
0.204646,1.10082,0.312827,0.0305093,0.0348454,-0.5732,400.2,0.959258,-0.359005,-0.0935704,0.888228,-0.853873,0.527641
0.291082,1.06693,0.311407,0.0332399,0.0488394,-0.537978,410.2,0.99138,-0.40223,0.0248199,-0.626733,0.479628,0.477798
0.392104,1.02419,0.318333,-0.021053,0.0273985,-0.49948,420.2,1.11201,-0.484722,-0.10633,-0.553066,-0.119641,0.346449
0.506668,0.979927,0.309011,-0.0349535,0.0614865,-0.465458,430.2,1.02871,-0.367865,-0.0316737,0.396605,0.213404,0.280354
