0.0321059,1.98805,0.295799,0.00423443,0.0039993,1.87303,
0.0312801,1.98791,0.301075,0.00556389,0.00810401,1.881,
0.0295791,1.98302,0.296376,0.00171984,0.00475177,1.9019,
0.0295672,1.97315,0.301226,-0.00983926,0.00558613,1.92246,
0.0298605,1.96303,0.297128,-0.00398685,-0.00476452,1.92962,
0.0234389,1.94905,0.301846,-0.00531621,0.000303342,1.98093,
0.0172195,1.93654,0.296456,-0.0142564,-0.00217078,2.02614,
0.0122023,1.92471,0.302728,-0.0110246,0.00476304,2.07277,
0.00879785,1.90813,0.300136,-0.013027,-0.0129361,2.10718,
0.000821962,1.88936,0.304951,-0.00822458,-0.00263255,2.1811,
-0.00797065,1.87186,0.297497,-0.0240269,0.00258864,2.25245,
-0.0183172,1.85263,0.302068,-0.0278212,-0.000128097,2.336,
-0.0231077,1.8343,0.299769,-0.0289186,-0.022749,2.38222,
-0.0312898,1.80698,0.305832,-0.0111606,-0.00904625,2.47849,
-0.0437113,1.77941,0.296294,-0.0319432,0.00657699,2.5916,
-0.0565863,1.75865,0.302143,-0.0221223,0.00541914,2.68106,
-0.0628703,1.73797,0.300334,-0.0388843,-0.0206836,2.73639,
-0.0706681,1.70173,0.305681,-0.0164003,-0.00161869,2.87873,
-0.0809875,1.67506,0.29762,-0.0328748,0.0149216,2.98727,
-0.0966703,1.6483,0.303586,-0.0142874,0.0131341,3.09162,
-0.106329,1.62058,0.302626,-0.0360629,-0.00669985,-3.10546,
-0.11354,1.58902,0.309443,-0.0110513,-0.00199949,-2.95754,
-0.123943,1.55853,0.301335,-0.0294568,0.0220343,-2.80994,
-0.14466,1.51825,0.307321,-0.0109505,0.0144104,-2.65154,
-0.156876,1.49144,0.306355,-0.0220711,0.00951039,-2.55728,
-0.16837,1.45831,0.312691,-0.00702767,0.00609266,-2.41353,
-0.17944,1.42613,0.304695,-0.0174103,0.0310341,-2.28196,
-0.196296,1.38138,0.307359,0.0156332,0.0175995,-2.14138,
-0.208842,1.35348,0.307584,0.00910955,0.0308067,-2.06177,
-0.22298,1.31312,0.313568,-0.00836348,0.0183743,-1.91799,
-0.232125,1.26444,0.307906,-0.0141924,0.0407627,-1.76671,
-0.238054,1.20559,0.313741,0.0299852,0.017401,-1.63832,
-0.246981,1.15475,0.320403,0.048474,0.0362816,-1.55996,
-0.252936,1.07014,0.327483,0.0126889,0.0172481,-1.42748,
-0.24792,0.990159,0.318544,-0.0077003,-0.0144879,-1.33026,
-0.227014,0.882748,0.324513,0.0314641,0.00342483,-1.22414,
-0.206665,0.75869,0.329678,0.0281494,0.0673559,-1.11214,
-0.18885,0.63637,0.329346,0.0375628,0.0273664,-1.04755,
-0.169442,0.509716,0.310591,0.0273019,-0.00247564,-1.01969,
-0.130397,0.360582,0.310533,0.0378937,0.0102549,-0.974054,
-0.0998887,0.257696,0.305385,0.0720458,0.0708387,-0.910786,
-0.0701567,0.151452,0.310304,0.0534007,0.0839427,-0.853997,
-0.0399859,0.0484341,0.298336,0.0259861,0.0261052,-0.817718,
-0.0179953,-0.00258818,0.302782,0.0404457,0.0391606,-0.805876,
