136.98379,217.355288,-0.680269,0.028233,-0.030905,0.0425
137.012064,217.324337,-0.679844,0.028343,-0.031032,0.042666
137.04059,217.29309,-0.679414,0.028792,-0.031559,0.043336
137.06986,217.260972,-0.678974,0.029876,-0.032827,0.044947
137.100642,217.227095,-0.678511,0.031857,-0.035118,0.047863
137.133945,217.190319,-0.678011,0.034954,-0.038658,0.052386
137.170984,217.149303,-0.677457,0.039355,-0.043624,0.058759
137.213141,217.102553,-0.676829,0.045214,-0.050144,0.067166
137.26194,217.048469,-0.676107,0.052656,-0.058303,0.077744
137.319014,216.985386,-0.675267,0.061779,-0.068147,0.09058
137.386082,216.911609,-0.674287,0.072652,-0.079688,0.105721
137.464919,216.825452,-0.673145,0.085326,-0.092903,0.123174
137.557342,216.725262,-0.671816,0.099825,-0.107743,0.142914
137.665181,216.609449,-0.670279,0.116158,-0.124132,0.164882
137.790266,216.476513,-0.668511,0.134315,-0.141974,0.188994
137.934409,216.325056,-0.666492,0.154268,-0.16115,0.215142
138.099388,216.153811,-0.664202,0.175979,-0.181529,0.243197
138.286935,215.961647,-0.661623,0.199394,-0.202963,0.273012
138.498724,215.747586,-0.658737,0.22445,-0.225295,0.304426
138.736358,215.510813,-0.655529,0.251073,-0.248359,0.337268
139.001365,215.250681,-0.651987,0.279181,-0.271984,0.371356
139.295187,214.966717,-0.648099,0.308687,-0.295994,0.406502
139.619172,214.658624,-0.643854,0.339494,-0.320211,0.442515
139.974575,214.326284,-0.639246,0.371503,-0.34446,0.479201
140.362544,213.969753,-0.634269,0.404611,-0.368564,0.516366
140.784128,213.589261,-0.628918,0.438712,-0.392354,0.553819
141.240263,213.185206,-0.623192,0.473697,-0.415664,0.591374
141.731779,212.758147,-0.617091,0.509456,-0.438335,0.628848
142.259395,212.308798,-0.610616,0.545878,-0.460219,0.666066
142.823719,211.838018,-0.603771,0.582852,-0.481174,0.702861
143.425246,211.346803,-0.59656,0.620267,-0.501071,0.739078
144.064364,210.836269,-0.588992,0.658014,-0.519791,0.774568
144.741348,210.307649,-0.581072,0.695982,-0.537228,0.809197
145.456366,209.762272,-0.572811,0.734064,-0.55329,0.842842
146.209478,209.201554,-0.564219,0.772153,-0.567897,0.875391
147.000638,208.626984,-0.555307,0.810142,-0.580984,0.906747
147.829693,208.040109,-0.546088,0.847926,-0.5925,0.936826
148.696388,207.44252,-0.536575,0.885404,-0.602409,0.965556
149.600364,206.835834,-0.526782,0.922471,-0.610689,0.992879
150.541159,206.221688,-0.516722,0.959025,-0.617332,1.018752
151.518209,205.601714,-0.506412,0.994965,-0.622345,1.043141
152.530849,204.977535,-0.495864,1.030187,-0.625749,1.066028
153.578309,204.350742,-0.485096,1.064588,-0.627578,1.087404
154.659716,203.722889,-0.474121,1.098063,-0.627878,1.107273
154.475712,203.993857,-0.477552,1.100153,-0.625754,1.106737
155.592115,203.368656,-0.466392,1.132482,-0.624411,1.124937
156.740337,202.745491,-0.455058,1.163796,-0.621698,1.141741
157.919378,202.125689,-0.443562,1.194124,-0.617699,1.15724
159.128266,201.510494,-0.431917,1.223494,-0.612497,1.171519
160.366054,200.901072,-0.420135,1.251928,-0.606164,1.184654
161.631816,200.298518,-0.408228,1.279445,-0.598771,1.196717
162.924645,199.703861,-0.396204,1.306065,-0.590382,1.207773
164.243652,199.118067,-0.384075,1.331803,-0.581056,1.217881
165.587962,198.542044,-0.37185,1.356672,-0.570848,1.227098
166.95671,197.976648,-0.359536,1.380683,-0.55981,1.235471
168.349045,197.422685,-0.347143,1.403846,-0.547989,1.243046
169.764123,196.880917,-0.334678,1.42617,-0.535428,1.249864
