50,50,0.7854,-0,-0,-0
50,50,0.7854,0,0,0
50.0001,50.0002,0.7854,0.0003,0.0003,0.0001
50.0007,50.0009,0.7854,0.0009,0.0011,0.0002
50.002,50.0026,0.7854,0.002,0.0026,0.0005
50.0048,50.0063,0.7854,0.0038,0.0049,0.0009
50.0099,50.0127,0.7854,0.0064,0.0081,0.0016
50.0179,50.0229,0.7854,0.0099,0.0125,0.0026
50.03,50.0382,0.7855,0.0144,0.0181,0.0038
50.0471,50.0596,0.7855,0.02,0.025,0.0054
50.0704,50.0887,0.7856,0.0268,0.0333,0.0074
50.1011,50.1266,0.7857,0.0348,0.0429,0.0099
50.1404,50.1749,0.7858,0.0441,0.0539,0.0128
50.1896,50.2349,0.7859,0.0546,0.0663,0.0162
50.2501,50.308,0.7861,0.0665,0.0802,0.0201
50.3231,50.3957,0.7863,0.0797,0.0955,0.0246
50.41,50.4994,0.7866,0.0943,0.1121,0.0296
50.5122,50.6203,0.7869,0.1103,0.13,0.0353
50.631,50.7599,0.7873,0.1275,0.1492,0.0416
50.7677,50.9192,0.7878,0.1461,0.1697,0.0485
50.9236,51.0996,0.7883,0.166,0.1913,0.0561
51.1001,51.3022,0.7889,0.1871,0.214,0.0643
51.2982,51.5279,0.7896,0.2094,0.2377,0.0733
51.5193,51.7778,0.7904,0.2329,0.2623,0.0829
51.7645,52.0528,0.7912,0.2576,0.2878,0.0931
52.0348,52.3536,0.7922,0.2833,0.314,0.1041
52.3314,52.6809,0.7933,0.31,0.3409,0.1157
52.6551,53.0355,0.7945,0.3376,0.3683,0.128
53.007,53.4178,0.7959,0.3662,0.3963,0.1409
53.3877,53.8282,0.7974,0.3955,0.4247,0.1544
53.7982,54.2672,0.799,0.4256,0.4533,0.1685
54.2391,54.7349,0.8007,0.4563,0.4822,0.1832
54.711,55.2316,0.8026,0.4876,0.5112,0.1984
55.2145,55.7574,0.8047,0.5195,0.5403,0.2142
55.7501,56.3121,0.8069,0.5517,0.5693,0.2304
56.3181,56.8959,0.8093,0.5843,0.5982,0.2471
56.9188,57.5084,0.8119,0.6172,0.6269,0.2641
57.5524,58.1495,0.8146,0.6502,0.6553,0.2815
58.2192,58.8189,0.8175,0.6833,0.6834,0.2993
58.9191,59.5161,0.8206,0.7165,0.7111,0.3172
59.6522,60.2408,0.8238,0.7496,0.7383,0.3354
60.4183,60.9925,0.8273,0.7825,0.765,0.3537
61.2172,61.7706,0.8309,0.8152,0.7911,0.3721
62.0487,62.5744,0.8347,0.8476,0.8166,0.3905
62.9124,63.4035,0.8387,0.8797,0.8414,0.4088
63.8078,64.257,0.8429,0.9112,0.8655,0.4271
64.7345,65.1342,0.8473,0.9422,0.8888,0.4451
65.692,66.0343,0.8518,0.9725,0.9114,0.463
66.6794,66.9566,0.8565,1.0022,0.9331,0.4805
67.6961,67.9003,0.8614,1.0311,0.954,0.4977
68.7413,68.8644,0.8665,1.0592,0.9741,0.5144
