px,py,pq,vx,vy,vq
-1.40232,-1.49322,-2.51432,-1.69576,-1.20134,0.12973
-1.41924,-1.50524,-2.51305,-1.68901,-1.20167,0.124516
-1.4361,-1.51726,-2.51183,-1.6824,-1.202,0.119405
-1.45289,-1.52928,-2.51067,-1.67592,-1.20231,0.114395
-1.46962,-1.5413,-2.50955,-1.66957,-1.20262,0.109486
-1.48628,-1.55333,-2.50847,-1.66335,-1.20293,0.10468
-1.50288,-1.56536,-2.50745,-1.65726,-1.20323,0.0999754
-1.51943,-1.5774,-2.50648,-1.65131,-1.20352,0.0953725
-1.53591,-1.58943,-2.50554,-1.64549,-1.2038,0.0908714
-1.55234,-1.60147,-2.50466,-1.63979,-1.20408,0.0864721
-1.56871,-1.61351,-2.50381,-1.63423,-1.20435,0.0821745
-1.58502,-1.62556,-2.50301,-1.62881,-1.20462,0.0779787
-1.60128,-1.63761,-2.50225,-1.62351,-1.20488,0.0738846
-1.61749,-1.64966,-2.50154,-1.61834,-1.20513,0.0698923
-1.63365,-1.66171,-2.50086,-1.61331,-1.20538,0.0660018
-1.64976,-1.67376,-2.50022,-1.60841,-1.20562,0.0622131
-1.66582,-1.68582,-2.49961,-1.60364,-1.20585,0.0585261
-1.68183,-1.69788,-2.49904,-1.599,-1.20608,0.0549409
-1.6978,-1.70994,-2.49851,-1.59449,-1.2063,0.0514574
-1.71372,-1.72201,-2.49801,-1.59012,-1.20651,0.0480757
-1.7296,-1.73407,-2.49755,-1.58588,-1.20672,0.0447958
-1.74544,-1.74614,-2.49712,-1.58176,-1.20692,0.0416176
-1.76124,-1.75821,-2.49672,-1.57778,-1.20712,0.0385413
-1.777,-1.77028,-2.49635,-1.57394,-1.20731,0.0355666
-1.79272,-1.78236,-2.49601,-1.57022,-1.20749,0.0326938
-1.8084,-1.79443,-2.49569,-1.56663,-1.20766,0.0299227
-1.82405,-1.80651,-2.49541,-1.56318,-1.20783,0.0272533
-1.83967,-1.81859,-2.49515,-1.55986,-1.20799,0.0246858
-1.85525,-1.83067,-2.49491,-1.55667,-1.20815,0.02222
-1.8708,-1.84275,-2.4947,-1.55361,-1.2083,0.0198559
-1.88632,-1.85484,-2.49452,-1.55068,-1.20844,0.0175937
-1.90181,-1.86692,-2.49435,-1.54789,-1.20858,0.0154332
-1.91728,-1.87901,-2.49421,-1.54523,-1.20871,0.0133744
-1.93272,-1.8911,-2.49408,-1.54269,-1.20883,0.0114175
-1.94813,-1.90319,-2.49398,-1.54029,-1.20895,0.00956227
-1.96353,-1.91528,-2.49389,-1.53803,-1.20906,0.00780883
-1.97889,-1.92737,-2.49382,-1.53589,-1.20917,0.00615716
-1.99424,-1.93946,-2.49377,-1.53388,-1.20927,0.00460725
-2.00957,-1.95155,-2.49373,-1.53201,-1.20936,0.00315911
-2.02488,-1.96365,-2.4937,-1.53027,-1.20944,0.00181273
-2.04018,-1.97574,-2.49369,-1.52866,-1.20952,0.000568121
-2.05546,-1.98784,-2.49369,-1.52718,-1.20959,-0.000574724
-2.07072,-1.99993,-2.4937,-1.52583,-1.20966,-0.0016158
-2.08597,-2.01203,-2.49372,-1.52462,-1.20972,-0.00255512
-2.10122,-2.02413,-2.49375,-1.52353,-1.20977,-0.00339267
-2.11645,-2.03622,-2.49379,-1.52258,-1.20982,-0.00412845
-2.13167,-2.04832,-2.49384,-1.52176,-1.20986,-0.00476247
-2.14688,-2.06042,-2.49389,-1.52107,-1.20989,-0.00529472
-2.16209,-2.07252,-2.49394,-1.52052,-1.20992,-0.0057252
-2.17729,-2.08462,-2.494,-1.52009,-1.20994,-0.00605392
-2.19249,-2.09672,-2.49406,-1.5198,-1.20996,-0.00628088
-2.20769,-2.10882,-2.49413,-1.51963,-1.20996,-0.00640607
-2.21878,-2.11765,-2.49417,-1.5196,-1.20997,-0.0064332
-2.23398,-2.12977,-2.49417,-1.51916,-1.21474,0.0131814
-2.24916,-2.14198,-2.49379,-1.5175,-1.22769,0.0678607
-2.26432,-2.15434,-2.49272,-1.51413,-1.24689,0.151614
-2.27944,-2.16693,-2.49068,-1.50864,-1.2705,0.25879
-2.29449,-2.17976,-2.48748,-1.50063,-1.29684,0.384081
-2.30944,-2.19287,-2.48296,-1.48976,-1.32433,0.522517
-2.32427,-2.20625,-2.477,-1.47574,-1.35154,0.66947
-2.33895,-2.21989,-2.46955,-1.45833,-1.37714,0.820653
-2.35343,-2.23378,-2.46059,-1.43731,-1.39995,0.972119
-2.36768,-2.24788,-2.45012,-1.41254,-1.41889,1.12026
-2.38167,-2.26214,-2.43821,-1.3839,-1.43303,1.26182
-2.39534,-2.27652,-2.42492,-1.35133,-1.44154,1.39386
-2.40868,-2.29095,-2.41037,-1.31481,-1.44375,1.51381
-2.42163,-2.30537,-2.39469,-1.27436,-1.43909,1.61942
-2.43415,-2.31971,-2.37803,-1.23007,-1.42711,1.70879
-2.44622,-2.33389,-2.36057,-1.18203,-1.4075,1.78035
-2.45778,-2.34784,-2.34249,-1.13043,-1.38008,1.8329
-2.46881,-2.36147,-2.32398,-1.07547,-1.34479,1.86553
-2.47928,-2.37471,-2.30525,-1.01741,-1.30168,1.87773
-2.48915,-2.38747,-2.2865,-0.956549,-1.25094,1.86929
-2.4984,-2.3997,-2.26793,-0.893232,-1.1929,1.84034
-2.50701,-2.41131,-2.24976,-0.827855,-1.12798,1.79138
-2.51496,-2.42224,-2.23217,-0.760856,-1.05676,1.72323
-2.52222,-2.43243,-2.21535,-0.692722,-0.979922,1.63705
-2.52881,-2.44182,-2.19948,-0.623981,-0.898287,1.53434
-2.5347,-2.45038,-2.18471,-0.555212,-0.812795,1.41696
-2.53991,-2.45807,-2.17118,-0.487037,-0.724514,1.28709
-2.54445,-2.46486,-2.159,-0.420123,-0.634636,1.14725
-2.54832,-2.47076,-2.14826,-0.355185,-0.544481,1.00032
-2.55156,-2.47576,-2.13901,-0.292982,-0.455492,0.849503
-2.55419,-2.47988,-2.13127,-0.234321,-0.369238,0.698346
-2.55626,-2.48316,-2.12503,-0.180053,-0.287414,0.550743
-2.55781,-2.48565,-2.12023,-0.131075,-0.211842,0.410923
-2.5589,-2.48742,-2.11677,-0.0883295,-0.144466,0.283458
-2.5596,-2.48857,-2.11451,-0.0528064,-0.0873592,0.173261
-2.55999,-2.48921,-2.11323,-0.0255401,-0.0427181,0.0855838
-2.56015,-2.48947,-2.1127,-0.00761109,-0.0128653,0.0260215
-2.56018,-2.48952,-2.1126,-0.000145781,-0.000248932,0.000508032
