0.0777867,-0.0188758,0.300048,0.000567188,0.00360568,0.0774135,
0.0882405,-0.0135529,0.304958,0.0158556,-0.0259882,0.0432,
0.110763,-0.00119755,0.311778,-0.00161756,-0.0727639,-0.0184635,
0.165817,-0.00193005,0.32486,-0.0202393,-0.031961,-0.0664753,
0.232936,-0.011345,0.325727,-0.00801908,-0.00599806,-0.0555415,
0.317127,-0.0266533,0.327022,-0.000899462,0.00377739,-0.0539851,
0.42878,-0.0471944,0.3375,0.00351751,0.0483264,-0.0824475,
0.533201,-0.0588612,0.339204,-0.0134304,0.0241685,-0.0575271,
0.651532,-0.0695337,0.331953,-0.00473926,-0.0231401,0.00649475,
0.810789,-0.0885114,0.333712,0.024372,0.00570726,0.0454725,
0.954483,-0.107911,0.334569,0.00779943,0.0216041,0.0529749,
1.10463,-0.120547,0.333841,-0.0118359,0.0292188,0.0941886,
1.26415,-0.12292,0.31869,0.00768483,-0.0223816,0.12971,
1.45974,-0.105616,0.321775,0.025378,0.0249322,0.157671,
1.63113,-0.0884508,0.308527,-0.0223667,0.0119913,0.196225,
1.79833,-0.0683752,0.310003,-0.00375124,0.0334482,0.217567,
1.9597,-0.0358859,0.307328,0.0137091,-0.00351148,0.174651,
2.13912,0.0202259,0.323172,0.0301314,0.0487948,0.0974721,
2.29026,0.0682898,0.310587,-0.0638288,-0.0341339,0.0749698,
2.449,0.102538,0.308972,-0.031633,0.00784371,0.0652654,
2.64658,0.138173,0.304267,0.00044763,0.0120031,-0.00622417,
2.80044,0.167374,0.309396,-0.00704949,0.0293724,-0.0340346,
2.96207,0.184371,0.302901,-0.0523643,0.00833377,0.00926331,
3.15951,0.180331,0.31283,-0.0156728,0.0335165,0.0142519,
3.32607,0.173881,0.302013,0.0399535,-0.0184243,-0.0252657,
3.49084,0.173677,0.302731,0.00671761,0.0239655,-0.0401216,
3.68941,0.163796,0.295773,-0.0397545,0.00753446,0.0142463,
3.85032,0.144014,0.304353,-0.0130125,0.0279453,0.0201144,
4.02375,0.128691,0.295817,0.0452558,-0.0299642,-0.0243616,
4.22307,0.127241,0.303555,0.00205196,0.012172,-0.0421141,
4.39231,0.122558,0.293778,-0.0333163,-0.0112993,-0.00643999,
4.55802,0.105973,0.300114,-0.0101521,0.0267512,0.009903,
4.76098,0.0937193,0.296781,0.0514736,-0.00659394,-0.0305819,
4.92832,0.0966424,0.305797,0.0174932,0.0274792,-0.0161285,
5.09803,0.0962071,0.296687,-0.0431755,-0.0220627,0.0444485,
5.29371,0.0853987,0.303994,0.0118749,0.0202424,0.0828458,
5.45666,0.0831349,0.294423,0.0578348,0.00966295,0.0652169,
5.61402,0.0944666,0.301646,0.0348318,0.0439399,0.0808989,
5.81218,0.106024,0.293607,-0.0400271,-0.00533805,0.158526,
5.97979,0.108736,0.3005,0.0163504,0.0157901,0.186223,
6.14096,0.117224,0.294029,0.0567127,0.00741807,0.167188,
6.32789,0.142947,0.306282,0.039206,0.0491354,0.209281,
6.49567,0.163997,0.295626,-0.0358636,-0.0165992,0.293501,
6.65866,0.180742,0.299052,0.0278897,0.00589694,0.354437,
6.84777,0.208003,0.294076,0.0656123,0.0209544,0.380631,
6.99971,0.245411,0.305709,0.0639694,0.067492,0.471359,
7.15835,0.285235,0.29697,-0.0035804,-0.00106429,0.591044,
7.33763,0.342049,0.298973,0.0492997,-0.00779555,0.651603,
7.47628,0.401319,0.293323,0.0419326,0.00345508,0.690937,
7.60123,0.478661,0.307144,0.0612826,0.0537881,0.791547,
7.76154,0.586088,0.29792,0.0172177,0.0196436,0.88462,
7.8725,0.688229,0.293674,0.0482336,0.0235608,0.885495,
7.9599,0.785696,0.27608,0.107923,0.103942,0.907128,
8.07288,0.922687,0.309698,0.063564,0.0831685,1.01438,
8.17732,1.04754,0.308704,0.0013535,0.0258292,1.0853,
8.2594,1.17298,0.307518,0.0370019,0.0396313,1.05015,
8.33624,1.32222,0.287141,0.0985814,0.099491,1.03965,
8.41434,1.46601,0.307614,0.038511,0.0681059,1.15139,
8.49622,1.61375,0.291585,0.00220167,0.0156155,1.25077,
8.5707,1.78874,0.29776,0.0425834,0.0264386,1.29293,
8.61235,1.94229,0.288178,0.057936,0.0229729,1.35758,
8.64304,2.09975,0.301782,0.0332753,0.0408724,1.50647,
8.67892,2.26957,0.292172,-0.00302972,-0.0106443,1.64561,
8.70868,2.45862,0.296435,0.036884,0.00887418,1.72567,
8.71384,2.60763,0.29287,0.0640926,-0.0198118,1.75712,
8.69922,2.74376,0.308825,0.0700613,0.0426071,1.84178,
8.66616,2.92684,0.305115,-0.0208662,0.0145489,1.96735,
8.62568,3.07473,0.302876,0.0317076,0.0144632,1.99368,
8.56661,3.24184,0.308932,0.0385908,0.0052191,2.00134,
8.50638,3.37426,0.323608,0.0491413,0.0457001,2.0803,
8.44064,3.51648,0.309943,-0.00437016,-0.0139738,2.16878,
8.35498,3.68221,0.30716,0.0386556,-0.000129231,2.22311,
8.27961,3.81105,0.308537,0.0627696,0.0393049,2.27633,
8.19713,3.93067,0.317356,0.0558413,0.0686889,2.38919,
8.08583,4.08341,0.304234,-0.0221132,0.00969621,2.48915,
7.97918,4.19576,0.305034,0.0500359,0.0169702,2.51809,
7.87143,4.28211,0.302402,0.0760863,0.0965638,2.55101,
7.7276,4.38946,0.322961,0.0489022,0.0692315,2.67841,
7.59778,4.48843,0.309429,0.00718314,-0.011573,2.75399,
7.4672,4.56643,0.308142,0.0358124,0.014915,2.71979,
7.30241,4.63309,0.294934,0.0812064,0.0738285,2.69686,
7.14737,4.69374,0.309856,0.0249022,0.0569901,2.76411,
6.9888,4.75915,0.29425,-0.0260156,-0.00548693,2.81748,
6.80977,4.82172,0.299262,0.0225361,0.0309026,2.84335,
6.65142,4.85747,0.295103,0.0761914,0.0578732,2.866,
6.48954,4.88968,0.310315,0.03295,0.0496041,2.95834,
6.2977,4.93037,0.297418,-0.01369,-0.01562,3.06907,
6.13784,4.9577,0.302959,0.0233947,0.019819,3.10156,
5.97933,4.97055,0.293892,0.0677871,0.0177888,3.10222,
5.78739,4.97238,0.307262,0.0271225,0.0429635,3.13915,
5.61449,4.9774,0.293916,-0.0221589,-0.0012811,-3.10889,
5.45004,4.98406,0.297705,0.00890272,0.0234805,-3.11279,
5.26143,4.97835,0.293845,0.0479865,0.0244924,3.11457,
5.09843,4.96317,0.309263,0.0246486,0.0394013,3.13442,
4.93224,4.9516,0.298893,-0.0415068,-0.0248943,-3.0895,
4.73885,4.94695,0.303812,0.00581095,0.0116515,-3.07228,
4.57076,4.93684,0.297015,0.0402721,0.00250763,-3.11607,
4.41115,4.9159,0.307713,0.0199776,0.0380548,-3.1291,
4.21379,4.89612,0.298254,-0.0391044,-0.0188853,-3.10358,
4.04398,4.88873,0.305239,0.00198084,0.0140161,-3.11812,
3.87616,4.87847,0.298298,0.0254266,0.0048719,3.10915,
3.68688,4.85948,0.30744,-0.000601155,0.030252,3.09224,
3.51873,4.85385,0.295605,-0.0378115,-0.0235597,3.11642,
3.357,4.8643,0.303432,-0.0010086,0.00832626,3.11767,
3.16451,4.87584,0.298915,0.0411114,0.0141184,3.07563,
