1.5,5,0,0,0,0,0,0,0
1.5,5,-0,2e-06,-0,-0,0.000496,-3.2e-05,-3.7e-05
1.5,5,-0,1.3e-05,-1e-06,-1e-06,0.001949,-0.000127,-0.000148
1.5,5,-0,4.4e-05,-3e-06,-3e-06,0.004311,-0.000279,-0.000335
1.500001,5,-0,0.000102,-7e-06,-8e-06,0.007533,-0.000484,-0.0006
1.500002,5,-0,0.000197,-1.3e-05,-1.6e-05,0.011568,-0.000738,-0.000944
1.500005,5,-0,0.000336,-2.2e-05,-2.7e-05,0.016371,-0.001038,-0.001368
1.500009,4.999999,-1e-06,0.000527,-3.4e-05,-4.3e-05,0.021898,-0.001378,-0.001874
1.500016,4.999999,-1e-06,0.000776,-4.9e-05,-6.5e-05,0.028105,-0.001756,-0.002462
1.500025,4.999998,-2e-06,0.001091,-6.9e-05,-9.3e-05,0.03495,-0.002168,-0.003133
1.500038,4.999998,-3e-06,0.001477,-9.3e-05,-0.000128,0.042395,-0.002611,-0.003888
1.500055,4.999997,-5e-06,0.001941,-0.000121,-0.000171,0.050398,-0.003081,-0.004727
1.500077,4.999995,-7e-06,0.002487,-0.000154,-0.000223,0.058923,-0.003575,-0.005652
1.500105,4.999993,-9e-06,0.003121,-0.000193,-0.000284,0.067933,-0.00409,-0.006661
1.50014,4.999991,-1.2e-05,0.003847,-0.000236,-0.000356,0.077392,-0.004623,-0.007756
1.500182,4.999989,-1.6e-05,0.00467,-0.000285,-0.00044,0.087265,-0.005172,-0.008937
1.500233,4.999986,-2.1e-05,0.005594,-0.00034,-0.000535,0.09752,-0.005733,-0.010204
1.500294,4.999982,-2.7e-05,0.006622,-0.0004,-0.000644,0.108125,-0.006304,-0.011556
1.500366,4.999978,-3.4e-05,0.007757,-0.000466,-0.000767,0.119048,-0.006883,-0.012993
1.50045,4.999973,-4.2e-05,0.009004,-0.000538,-0.000904,0.130259,-0.007467,-0.014515
1.500547,4.999967,-5.2e-05,0.010363,-0.000615,-0.001057,0.14173,-0.008055,-0.016122
1.500658,4.99996,-6.4e-05,0.011839,-0.000699,-0.001227,0.153432,-0.008644,-0.017813
1.500784,4.999953,-7.7e-05,0.013433,-0.000788,-0.001414,0.16534,-0.009231,-0.019587
1.500927,4.999944,-9.2e-05,0.015146,-0.000883,-0.001619,0.177427,-0.009816,-0.021443
1.501087,4.999935,-0.000109,0.016982,-0.000984,-0.001843,0.189669,-0.010397,-0.023381
1.501267,4.999925,-0.000129,0.01894,-0.001091,-0.002087,0.202042,-0.010971,-0.0254
1.501466,4.999913,-0.000151,0.021023,-0.001204,-0.002351,0.214523,-0.011538,-0.027499
1.501688,4.999901,-0.000176,0.023231,-0.001322,-0.002637,0.22709,-0.012095,-0.029676
1.501931,4.999887,-0.000204,0.025565,-0.001446,-0.002945,0.239723,-0.012643,-0.03193
1.502199,4.999872,-0.000235,0.028026,-0.001575,-0.003276,0.252401,-0.013178,-0.034261
1.502492,4.999855,-0.000269,0.030613,-0.001709,-0.00363,0.265105,-0.013701,-0.036666
1.502812,4.999837,-0.000308,0.033328,-0.001849,-0.004009,0.277818,-0.014209,-0.039143
1.503159,4.999818,-0.00035,0.036169,-0.001993,-0.004413,0.290521,-0.014703,-0.041693
1.503536,4.999798,-0.000396,0.039138,-0.002143,-0.004843,0.303199,-0.015182,-0.044312
1.503943,4.999775,-0.000447,0.042233,-0.002297,-0.0053,0.315835,-0.015643,-0.046998
1.504381,4.999752,-0.000502,0.045455,-0.002456,-0.005784,0.328415,-0.016088,-0.049751
1.504852,4.999726,-0.000562,0.048801,-0.002619,-0.006295,0.340924,-0.016514,-0.052568
1.505357,4.999699,-0.000628,0.052273,-0.002786,-0.006835,0.35335,-0.016923,-0.055448
1.505898,4.999671,-0.000699,0.055868,-0.002957,-0.007404,0.365679,-0.017312,-0.058387
1.506475,4.99964,-0.000776,0.059586,-0.003132,-0.008003,0.3779,-0.017683,-0.061384
1.50709,4.999608,-0.000859,0.063426,-0.003311,-0.008632,0.390001,-0.018034,-0.064437
1.507744,4.999574,-0.000949,0.067386,-0.003493,-0.009292,0.401972,-0.018365,-0.067544
1.508438,4.999538,-0.001045,0.071465,-0.003678,-0.009983,0.413804,-0.018677,-0.070701
1.509174,4.9995,-0.001149,0.075661,-0.003866,-0.010706,0.425486,-0.018968,-0.073907
1.509952,4.999461,-0.00126,0.079974,-0.004057,-0.011461,0.437012,-0.01924,-0.07716
1.510774,4.999419,-0.001378,0.084401,-0.004251,-0.01225,0.448372,-0.019492,-0.080455
1.51164,4.999376,-0.001505,0.088941,-0.004447,-0.013071,0.459559,-0.019724,-0.083792
1.512553,4.99933,-0.00164,0.093591,-0.004645,-0.013926,0.470567,-0.019937,-0.087167
1.513512,4.999283,-0.001783,0.098351,-0.004846,-0.014814,0.48139,-0.02013,-0.090578
1.51452,4.999233,-0.001936,0.103219,-0.005048,-0.015737,0.492022,-0.020304,-0.094021
1.515577,4.999182,-0.002098,0.108191,-0.005252,-0.016695,0.502458,-0.02046,-0.097495
1.516684,4.999128,-0.00227,0.113267,-0.005457,-0.017687,0.512693,-0.020598,-0.100995
1.517843,4.999073,-0.002452,0.118444,-0.005663,-0.018715,0.522723,-0.020718,-0.104519
1.519054,4.999015,-0.002644,0.123721,-0.005871,-0.019778,0.532546,-0.02082,-0.108065
1.520318,4.998955,-0.002848,0.129095,-0.00608,-0.020876,0.542157,-0.020906,-0.111629
1.521636,4.998893,-0.003062,0.134563,-0.006289,-0.02201,0.551554,-0.020976,-0.115207
1.523009,4.998829,-0.003288,0.140125,-0.006499,-0.02318,0.560734,-0.021031,-0.118798
1.524439,4.998763,-0.003526,0.145777,-0.00671,-0.024386,0.569697,-0.021071,-0.122397
1.525925,4.998695,-0.003776,0.151518,-0.006921,-0.025628,0.57844,-0.021097,-0.126002
1.527469,4.998625,-0.004039,0.157345,-0.007132,-0.026906,0.586962,-0.02111,-0.129609
1.529072,4.998553,-0.004314,0.163257,-0.007343,-0.02822,0.595262,-0.021111,-0.133215
1.530735,4.998478,-0.004603,0.16925,-0.007554,-0.029571,0.603341,-0.0211,-0.136817
1.532457,4.998402,-0.004906,0.175323,-0.007765,-0.030957,0.611198,-0.021079,-0.140411
1.534241,4.998323,-0.005222,0.181473,-0.007975,-0.032379,0.618832,-0.021048,-0.143995
1.536087,4.998242,-0.005553,0.187699,-0.008186,-0.033837,0.626246,-0.021009,-0.147564
1.537996,4.998159,-0.005899,0.193997,-0.008396,-0.03533,0.633438,-0.020962,-0.151115
1.539967,4.998074,-0.00626,0.200367,-0.008605,-0.036859,0.640411,-0.020908,-0.154645
1.542003,4.997987,-0.006636,0.206805,-0.008814,-0.038423,0.647165,-0.020849,-0.15815
1.544104,4.997898,-0.007029,0.213309,-0.009022,-0.040022,0.653702,-0.020785,-0.161627
1.546269,4.997807,-0.007437,0.219878,-0.009229,-0.041655,0.660023,-0.020717,-0.165072
1.548501,4.997713,-0.007862,0.226509,-0.009436,-0.043323,0.66613,-0.020648,-0.168482
1.5508,4.997618,-0.008304,0.2332,-0.009642,-0.045025,0.672024,-0.020576,-0.171854
1.553166,4.99752,-0.008762,0.239949,-0.009848,-0.04676,0.677709,-0.020505,-0.175183
1.555599,4.997421,-0.009239,0.246753,-0.010053,-0.048528,0.683185,-0.020435,-0.178466
1.558101,4.997319,-0.009733,0.253612,-0.010257,-0.050329,0.688456,-0.020366,-0.1817
1.560671,4.997216,-0.010246,0.260522,-0.01046,-0.052162,0.693523,-0.020301,-0.184881
1.563311,4.99711,-0.010776,0.267482,-0.010663,-0.054027,0.698389,-0.02024,-0.188005
1.566021,4.997003,-0.011326,0.274489,-0.010865,-0.055922,0.703055,-0.020185,-0.191069
1.568801,4.996893,-0.011895,0.281542,-0.011066,-0.057848,0.707525,-0.020137,-0.194069
1.571652,4.996781,-0.012483,0.288639,-0.011267,-0.059803,0.711801,-0.020096,-0.197002
1.574574,4.996668,-0.013091,0.295777,-0.011468,-0.061788,0.715886,-0.020065,-0.199865
1.577568,4.996552,-0.013719,0.302956,-0.011669,-0.0638,0.71978,-0.020044,-0.202652
1.580633,4.996434,-0.014367,0.310172,-0.011869,-0.06584,0.723488,-0.020034,-0.205362
1.583771,4.996314,-0.015036,0.317425,-0.012069,-0.067907,0.72701,-0.020036,-0.20799
1.586982,4.996193,-0.015725,0.324712,-0.01227,-0.07,0.73035,-0.020053,-0.210532
1.590266,4.996069,-0.016436,0.332031,-0.012471,-0.072117,0.733509,-0.020084,-0.212986
1.593623,4.995943,-0.017168,0.339382,-0.012672,-0.074259,0.736489,-0.020131,-0.215348
1.597054,4.995816,-0.017921,0.346761,-0.012873,-0.076424,0.739291,-0.020194,-0.217614
1.600558,4.995686,-0.018696,0.354167,-0.013076,-0.078611,0.741918,-0.020276,-0.21978
1.604137,4.995554,-0.019494,0.361598,-0.013279,-0.080819,0.744371,-0.020377,-0.221844
1.60779,4.99542,-0.020313,0.369054,-0.013483,-0.083048,0.746651,-0.020498,-0.223801
1.611518,4.995284,-0.021155,0.376531,-0.013689,-0.085295,0.748759,-0.020641,-0.225649
1.615321,4.995147,-0.022019,0.384028,-0.013896,-0.08756,0.750696,-0.020805,-0.227383
1.619199,4.995007,-0.022906,0.391544,-0.014105,-0.089842,0.752462,-0.020993,-0.229001
1.623152,4.994864,-0.023816,0.399077,-0.014316,-0.09214,0.754057,-0.021204,-0.230499
1.62718,4.99472,-0.024749,0.406625,-0.014529,-0.094452,0.755482,-0.021441,-0.231874
1.631284,4.994574,-0.025705,0.414186,-0.014745,-0.096777,0.756737,-0.021703,-0.233122
1.635464,4.994425,-0.026684,0.421759,-0.014963,-0.099114,0.757819,-0.021992,-0.23424
1.63972,4.994275,-0.027687,0.429342,-0.015185,-0.101461,0.758729,-0.022308,-0.235226
1.644051,4.994122,-0.028714,0.436933,-0.01541,-0.103818,0.759465,-0.022653,-0.236075
1.648458,4.993966,-0.029764,0.44453,-0.015638,-0.106182,0.760025,-0.023026,-0.236784
1.652942,4.993809,-0.030837,0.452133,-0.01587,-0.108553,0.760408,-0.02343,-0.237351
1.657501,4.993649,-0.031935,0.459738,-0.016107,-0.110929,0.76061,-0.023863,-0.237772
1.662136,4.993487,-0.033056,0.467344,-0.016348,-0.113308,0.760628,-0.024327,-0.238044
